Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000310055	184548902	184554742		4					
ENSG00000302916	112921887	112934132		5					
ENSG00000245112	143513027	143514635	SMARCA5-AS1	4					
ENSG00000310094	83208053	83217609		4					
ENSG00000249937	17684584	17955857	LINC02223	5					
ENSG00000245685	189764391	189940733	FRG1-DT	4					
ENSG00000267261	42119674	42154916		17					
ENSG00000201185	4427963	4428081	RNA5SP202	6					
ENSG00000270695	4529722	4530008		6					
ENSG00000260673	4599287	4602420		6					
ENSG00000205444	4610539	4611919	KU-MEL-3	6					
ENSG00000251600	143559153	144343750	GUSBP5	4					
ENSG00000217083	24947880	24948344	MTCO2P33	6					
ENSG00000108774	42124978	42155044	RAB5C	17	ENSMUSG00000019173	11	100605835	100629041	Rab5c
ENSG00000244618	25031009	25031287	RN7SL334P	6					
ENSG00000290891	28107748	28117139		6					
ENSG00000228666	28969130	28970460	KRT18P1	6					
ENSG00000263426	28977475	28977773	RN7SL471P	6					
ENSG00000197935	28994785	29005316	ZNF311	6					
ENSG00000256185	26335864	26336950		12					
ENSG00000212549	26373598	26373733	RNA5SP354	12					
ENSG00000234428	26623369	26649479		12					
ENSG00000223677	29026680	29027607	OR2AD1P	6					
ENSG00000256640	26800843	26801302		12					
ENSG00000204704	29044213	29045175	OR2W1	6	ENSMUSG00000060404	13	21295653	21303265	Or2w1b
ENSG00000204704	29044213	29045175	OR2W1	6	ENSMUSG00000071522	13	21313809	21320466	Or2w1
ENSG00000236909	29071824	29072599	OR2P1P	6					
ENSG00000228364	29076573	29077168	SAR1AP1	6					
ENSG00000064102	26905181	26938326	INTS13	12	ENSMUSG00000040250	6	146451130	146479333	Ints13
ENSG00000204703	29086208	29087313	OR2B3	6					
ENSG00000243871	43391384	43391727	RN7SL487P	15					
ENSG00000112592	170554302	170572870	TBP	6	ENSMUSG00000014767	17	15720150	15748641	Tbp
ENSG00000067369	43403061	43510728	TP53BP1	15	ENSMUSG00000043909	2	121023762	121101888	Trp53bp1
ENSG00000114455	108296529	108378285	HHLA2	3					
ENSG00000167925	42188799	42194513	GHDC	17	ENSMUSG00000017747	11	100656858	100661783	Ghdc
ENSG00000132746	67662155	67681224	ALDH3B2	11	ENSMUSG00000037263	19	4008645	4022103	Aldh3b3
ENSG00000132746	67662155	67681224	ALDH3B2	11	ENSMUSG00000075296	19	4022328	4031646	Aldh3b2
ENSG00000054277	241590102	241677376	OPN3	1	ENSMUSG00000026525	1	175489987	175520342	Opn3
ENSG00000201788	44880868	44880969	Y_RNA	12					
ENSG00000185610	45014672	45051099	DBX2	12	ENSMUSG00000045608	15	95521444	95553841	Dbx2
ENSG00000257331	45063473	45065351	RACGAP1P1	12					
ENSG00000257572	45071769	45072843	SSBL3P	12					
ENSG00000199556	45117771	45117888	RNA5SP361	12					
ENSG00000257657	45378301	45610620		12					
ENSG00000273015	45718046	45727860	LINC00938	12					
ENSG00000310126	189828278	189835248		4					
ENSG00000198933	47694161	47712052	TBKBP1	17	ENSMUSG00000038517	11	97026997	97042321	Tbkbp1
ENSG00000250666	189881210	189885082	LINC01596	4					
ENSG00000293679	53953598	53956638		12					
ENSG00000293680	53953598	53966317		12					
ENSG00000310165	189809798	189811004		4					
ENSG00000203668	241628851	241640369	CHML	1	ENSMUSG00000078185	1	175509803	175520467	Chml
ENSG00000293681	53962308	53985549		12					
ENSG00000310183	189880712	189881694		4					
ENSG00000251620	97366679	97491899	STPG2-AS1	4					
ENSG00000111371	46183063	46270017	SLC38A1	12	ENSMUSG00000023169	15	96469299	96540794	Slc38a1
ENSG00000310194	114442507	114510355		4					
ENSG00000250822	17359274	17387350	LINC02111	5					
ENSG00000197785	1512162	1534685	ATAD3A	1	ENSMUSG00000029036	4	155825098	155845550	Atad3a
ENSG00000310211	54876595	54894194		4					
ENSG00000006025	47807372	47821803	OSBPL7	17	ENSMUSG00000038534	11	96941454	96959730	Osbpl7
ENSG00000310216	114458080	114497522		4					
ENSG00000066405	137998735	138033655	CLDN18	3	ENSMUSG00000032473	9	99571514	99599320	Cldn18
ENSG00000248223	17353910	17362633		5					
ENSG00000310218	183380748	183407390		4					
ENSG00000147799	144529179	144685846	ARHGAP39	8	ENSMUSG00000033697	15	76608185	76702370	Arhgap39
ENSG00000197674	4690423	4697853	OR51C1P	11	ENSMUSG00000110008	7	102401025	102408573	Or51f23b
ENSG00000310222	113979632	113981526		4					
ENSG00000302955	169112277	169130299		5					
ENSG00000197309	124183345	124188780	OR10D3	11	ENSMUSG00000050853	9	39459254	39465350	Or10d3
ENSG00000302970	34929050	34929588		5					
ENSG00000249199	17367576	17375653		5					
ENSG00000071994	170575295	170584692	PDCD2	6	ENSMUSG00000014771	17	15739470	15747563	Pdcd2
ENSG00000310240	56681368	56709566		4					
ENSG00000307163	75559068	75559586		16					
ENSG00000181958	55367974	55368918	OR4A15	11	ENSMUSG00000075090	2	89190357	89195209	Or4a15
ENSG00000291264	33686154	33707255		16					
ENSG00000302989	42153219	42188157	LINC02996	5					
ENSG00000175513	65945480	65959966	TSGA10IP	11	ENSMUSG00000039330	19	5440077	5452554	Tsga10ip
ENSG00000310247	183407274	183411005		4					
ENSG00000310251	94414460	94418250		4					
ENSG00000287579	176158610	176175234		5					
ENSG00000310252	113979807	113980441		4					
ENSG00000310269	56655468	56663073		4					
ENSG00000288944	56699959	56705328	CHAER1	4					
ENSG00000303023	131209268	131224157		5					
ENSG00000290020	131210048	131223526		5					
ENSG00000290935	176143078	176155503		5					
ENSG00000272609	138004649	138005122		3					
ENSG00000310323	190037926	190052705		4					
ENSG00000158163	138061990	138115818	DZIP1L	3	ENSMUSG00000037784	9	99511549	99551309	Dzip1l
ENSG00000181017	5761153	5769080	OR56B2P	11	ENSMUSG00000109806	7	104352776	104353734	Or56b2j
ENSG00000181017	5761153	5769080	OR56B2P	11	ENSMUSG00000073920	7	104335708	104340561	Or56b2
ENSG00000303091	1681088	1725898		5					
ENSG00000186886	55723776	55729621	OR5D3P	11	ENSMUSG00000080713	2	88140628	88145479	Or5d44
ENSG00000186886	55723776	55729621	OR5D3P	11	ENSMUSG00000083855	2	88148538	88157559	Or5d45
ENSG00000186886	55723776	55729621	OR5D3P	11	ENSMUSG00000075128	2	88172476	88176836	Or5d3
ENSG00000307195	68241188	68245133		16					
ENSG00000310330	187814829	187871642		4					
ENSG00000259929	17825252	18151595		16					
ENSG00000310353	62847489	62934176		4					
ENSG00000167355	5303444	5505652	OR51B5	11					
ENSG00000303096	140708655	140711214		5					
ENSG00000251126	112880109	112882402		4					
ENSG00000310369	62930357	62950377		4					
ENSG00000310372	6616952	6640576		4					
ENSG00000248668	41868320	41880210	OXCT1-AS1	5					
ENSG00000307278	17962122	17962749		16					
ENSG00000283304	54542808	54588105	LINC02183	16					
ENSG00000310375	27736588	27789173		4					
ENSG00000158856	22048995	22082527	DMTN	8	ENSMUSG00000022099	14	70838703	70873418	Dmtn
ENSG00000246379	55984009	56194518	GNAO1-DT	16					
ENSG00000196248	123976661	123977781	OR10S1	11	ENSMUSG00000049010	9	39985125	39990700	Or10s1
ENSG00000310383	63761574	63872918		4					
ENSG00000251359	183059174	183099199	WWC2-AS2	4					
ENSG00000283787	1888078	1891895	PRR33	11	ENSMUSG00000043795	7	142044811	142060508	Prr33
ENSG00000189431	13009316	13012119	RASSF10	11	ENSMUSG00000098132	7	112553169	112556664	Rassf10
ENSG00000255520	47123104	47130801		11					
ENSG00000283586	68921248	68926834	GKN3P	2					
ENSG00000270060	47168281	47169563		11					
ENSG00000303105	123916295	123916936		5					
ENSG00000285843	227587237	227587515	SCYGR9	2					
ENSG00000114993	74425835	74442422	RTKN	2	ENSMUSG00000034930	6	83112444	83129560	Rtkn
ENSG00000303119	132053011	132062749		5					
ENSG00000165912	47177522	47186443	PACSIN3	11	ENSMUSG00000027257	2	91086299	91095024	Pacsin3
ENSG00000310386	113026857	113027776		4					
ENSG00000310409	66862864	66870850		4					
ENSG00000303128	41736839	41737417		5					
ENSG00000310410	183097338	183098268		4					
ENSG00000249236	55978248	56111329		5					
ENSG00000310421	122330733	122379396		4					
ENSG00000298871	38744122	38748919		4					
ENSG00000160075	1541673	1574863	SSU72	1	ENSMUSG00000029038	4	155789257	155818336	Ssu72
ENSG00000240668	138101478	138102917	KRT8P36	3					
ENSG00000247372	75320007	75336914		5					
ENSG00000118017	138123713	138132390	A4GNT	3	ENSMUSG00000037953	9	99494555	99504420	A4gnt
ENSG00000174125	38787555	38856817	TLR1	4	ENSMUSG00000044827	5	65082022	65090906	Tlr1
ENSG00000289170	172771836	172788385		5					
ENSG00000303193	113158012	113161387		5					
ENSG00000286396	138125695	138125812		3					
ENSG00000253736	172762980	172788112		5					
ENSG00000138231	138160988	138174949	DBR1	3	ENSMUSG00000032469	9	99457852	99466554	Dbr1
ENSG00000006282	50543058	50555852	SPATA20	17	ENSMUSG00000020867	11	94369730	94377005	Spata20
ENSG00000260041	56109537	56137000		16					
ENSG00000307404	56277070	56279349		16					
ENSG00000307452	75788587	75914827		16					
ENSG00000303201	135401595	135403901		5					
ENSG00000303213	98634885	98637448		5					
ENSG00000307474	82551105	82603513		16					
ENSG00000303256	121821674	121851849		5					
ENSG00000307481	76235107	76296153		16					
ENSG00000303264	110179269	110403044		5					
ENSG00000114098	138187248	138298384	ARMC8	3	ENSMUSG00000032468	9	99360425	99450952	Armc8
ENSG00000250309	150665584	150672486	MYOZ3-AS1	5					
ENSG00000306984	38801105	38805767		4					
ENSG00000197530	1615454	1630605	MIB2	1	ENSMUSG00000029060	4	155739134	155753655	Mib2
ENSG00000307483	28612581	28615886		16					
ENSG00000291283	177619059	177631580		5					
ENSG00000308816	38857134	38858025		4					
ENSG00000307484	67697663	67698403		16					
ENSG00000297959	38952701	38965568		4					
ENSG00000275208	47179611	47179737	MIR6745	11					
ENSG00000217874	170639606	170640536	OR4F7P	6					
ENSG00000243802	47191181	47191542		11					
ENSG00000298400	38976367	38982350		4					
ENSG00000273640	170651012	170651338	WBP1LP8	6					
ENSG00000249231	52552055	52652132	CASC16	16					
ENSG00000306867	39037723	39039132		4					
ENSG00000234986	170695313	170696950		6					
ENSG00000247572	81201341	81301582	CKMT2-AS1	5					
ENSG00000250969	143286120	143330346		4					
ENSG00000134574	47214465	47239217	DDB2	11	ENSMUSG00000002109	2	91041917	91067327	Ddb2
ENSG00000124602	41026895	41039221	UNC5CL	6	ENSMUSG00000043592	17	48761929	48846742	Unc5cl
ENSG00000166963	43510958	43531620	MAP1A	15	ENSMUSG00000027254	2	121120081	121141313	Map1a
ENSG00000170185	143184917	143225212	USP38	4	ENSMUSG00000038250	8	81707362	81741557	Usp38
ENSG00000238259	168231921	168232220	PHF5AP5	2					
ENSG00000198648	167954020	168247595	STK39	2	ENSMUSG00000027030	2	68040789	68302612	Stk39
ENSG00000290691	43699441	43718260	STRCP1	15					
ENSG00000307496	82575592	82596977		16					
ENSG00000275441	28553509	28554225		16					
ENSG00000290429	46469341	46569125		16					
ENSG00000168781	43533462	43590208	PPIP5K1	15	ENSMUSG00000033526	2	121141042	121185877	Ppip5k1
ENSG00000303337	148727993	148731683		5					
ENSG00000303340	168616020	168624930		5					
ENSG00000248092	43571594	43603230	NNT-AS1	5					
ENSG00000124596	41033627	41097787	OARD1	6	ENSMUSG00000040771	17	48717042	48724294	Oard1
ENSG00000303365	124045319	124048325		5					
ENSG00000253693	165348896	165848219		5					
ENSG00000248261	102141837	102146874		5					
ENSG00000291218	181326720	181342436		5					
ENSG00000285800	52546409	52591344		16					
ENSG00000303479	75334594	75335229		5					
ENSG00000253978	168229570	168269491	TENM2-AS1	5					
ENSG00000261261	52622115	52677747		16					
ENSG00000297145	114596901	114598976		4					
ENSG00000297126	114682304	114689959		4					
ENSG00000307532	52547299	52563043		16					
ENSG00000115267	162267074	162318684	IFIH1	2	ENSMUSG00000026896	2	62426142	62476599	Ifih1
ENSG00000174607	114598770	114678588	UGT8	4	ENSMUSG00000032854	3	125658920	125732268	Ugt8a
ENSG00000303505	39424552	39425595		5					
ENSG00000260963	52607006	52614768	LINC03064	16					
ENSG00000303506	120040086	120079077		5					
ENSG00000303563	18631810	18635888		5					
ENSG00000207931	114656759	114656854	MIR577	4					
ENSG00000249249	115602057	115623897	TICAM2-AS1	5					
ENSG00000250215	114713579	114714920	CIR1P2	4					
ENSG00000300265	65468828	65487625		4					
ENSG00000250846	65668250	65708352	EPHA5-AS1	4					
ENSG00000180871	218125289	218137251	CXCR2	2	ENSMUSG00000026180	1	74193150	74200405	Cxcr2
ENSG00000231439	22845	25191	WASIR2	16					
ENSG00000248479	65868438	65886225		4					
ENSG00000263080	11341809	11345294		16					
ENSG00000231185	142325177	142761042	SPRY4-AS1	5					
ENSG00000307680	24100729	24116549		16					
ENSG00000308126	108318548	108359893		4					
ENSG00000260854	34978744	34980013	LINC02184	16					
ENSG00000307770	75941216	75943231		16					
ENSG00000274591	46239106	46239473		12					
ENSG00000308107	108350523	108372604		4					
ENSG00000134294	46358188	46372773	SLC38A2	12	ENSMUSG00000022462	15	96585273	96597611	Slc38a2
ENSG00000260201	20580791	20586649		16					
ENSG00000183571	98968229	99007792	PGPEP1L	15	ENSMUSG00000030553	7	67886358	67913981	Pgpep1l
ENSG00000256897	47220218	47221751		11					
ENSG00000307926	88381792	88388498		16					
ENSG00000234492	108538190	108620518	RPL34-DT	4					
ENSG00000134575	47239302	47248906	ACP2	11	ENSMUSG00000002103	2	91033230	91044443	Acp2
ENSG00000188282	218034960	218090584	RUFY4	2	ENSMUSG00000061815	1	74164700	74187382	Rufy4
ENSG00000307937	56931214	56933296		16					
ENSG00000261029	82170285	82247221	MPHOSPH6-DT	16					
ENSG00000307949	2531894	2532580		16					
ENSG00000307970	82277407	82317755		16					
ENSG00000178802	74890005	74902219	MPI	15	ENSMUSG00000032306	9	57451539	57460046	Mpi
ENSG00000289067	81313360	81314819		16					
ENSG00000289991	67980593	67983528		16					
ENSG00000289618	67999040	67999758		16					
ENSG00000308012	68418170	68433150		16					
ENSG00000308016	33469230	33470751		16					
ENSG00000291001	41602243	41605984		19					
ENSG00000076928	41883173	41930150	ARHGEF1	19	ENSMUSG00000040940	7	24602337	24626019	Arhgef1
ENSG00000260057	51754628	51795169	LINC01571	16					
ENSG00000214821	170601662	170602228	HMGB1P4	2					
ENSG00000275414	170690564	170690742		2					
ENSG00000222033	170712451	170714567	LINC01124	2					
ENSG00000109475	108620569	108630484	RPL34	4	ENSMUSG00000062006	3	130520480	130524047	Rpl34
ENSG00000204335	170715337	170718078	SP5	2	ENSMUSG00000075304	2	70305267	70308073	Sp5
ENSG00000128692	170751805	170752788	EIF2S2P4	2					
ENSG00000222509	170783167	170783271	Y_RNA	2					
ENSG00000278214	85130343	85149443	LINC02139	16					
ENSG00000128683	170813213	170861151	GAD1	2	ENSMUSG00000070880	2	70383416	70432358	Gad1
ENSG00000108506	61865367	61928016	INTS2	17	ENSMUSG00000018068	11	86101507	86148401	Ints2
ENSG00000308059	51757554	51762042		16					
ENSG00000308075	5891403	5906054		16					
ENSG00000290756	1260943	1264082		16					
ENSG00000308110	10891018	10918541		16					
ENSG00000259833	71080866	71111914		16					
ENSG00000308135	31974802	31976609		16					
ENSG00000305337	108625113	108625256		4					
ENSG00000260402	32262827	32265514		16					
ENSG00000198856	108650585	108667820	OSTC	4	ENSMUSG00000041084	3	130489561	130503093	Ostc
ENSG00000231876	26302064	26364293		16					
ENSG00000112212	41042467	41044337	TSPO2	6	ENSMUSG00000023995	17	48754935	48758550	Tspo2
ENSG00000308176	23016091	23020186		16					
ENSG00000308178	32262894	32264395		16					
ENSG00000308182	35425086	35428130		16					
ENSG00000206601	108652150	108652256	RNU6-431P	4					
ENSG00000286136	108669945	108678955		4					
ENSG00000308188	85844972	85846107		16					
ENSG00000303596	116896668	116915279		5					
ENSG00000293473	89969775	89972534	CENPBD1P	16					
ENSG00000297518	108690866	108694839		4					
ENSG00000303606	8757969	8843960		5					
ENSG00000260381	50100339	50153059		16					
ENSG00000303613	119412420	119413313		5					
ENSG00000248367	180292165	180295256		5					
ENSG00000164089	108742048	108763054	ETNPPL	4	ENSMUSG00000019232	3	130411097	130431170	Etnppl
ENSG00000124701	41053202	41064891	APOBEC2	6	ENSMUSG00000040694	17	48726259	48739958	Apobec2
ENSG00000308270	14486808	14489042		16					
ENSG00000001167	41072974	41102403	NFYA	6	ENSMUSG00000023994	17	48693913	48716934	Nfya
ENSG00000262454	14301069	14331067	MIR193BHG	16					
ENSG00000250198	8827930	8898115	LINC02199	5					
ENSG00000275481	46388856	46392126		12					
ENSG00000278896	46404644	46407166		12					
ENSG00000272963	46592573	46593305	OR7A19P	12					
ENSG00000271642	46682071	46682713	MARK3P1	12					
ENSG00000139209	46764761	46832408	SLC38A4	12	ENSMUSG00000022464	15	96892701	96953837	Slc38a4
ENSG00000303633	8892994	8910791		5					
ENSG00000303656	57297512	57302184		5					
ENSG00000135312	77460924	77463491	HTR1B	6	ENSMUSG00000049511	9	81510344	81515881	Htr1b
ENSG00000219253	77496119	77496671	RPS6P7	6					
ENSG00000308281	27441290	27445340		16					
ENSG00000269964	77650274	77927045	MEI4	6	ENSMUSG00000043289	9	81745723	82088060	Mei4
ENSG00000308286	50528203	50539332		16					
ENSG00000303660	5584177	5619207		5					
ENSG00000308290	31390825	31404705		16					
ENSG00000303674	5573664	5606021		5					
ENSG00000245888	27268205	27290492	NSMCE1-DT	16					
ENSG00000224531	11093834	11138733	SMIM13	6	ENSMUSG00000091264	13	41403320	41430053	Smim13
ENSG00000249332	15112113	15426883	LINC02149	5					
ENSG00000108510	61942605	62065278	MED13	17	ENSMUSG00000034297	11	86157859	86248428	Med13
ENSG00000293642	11094194	11135830		6					
ENSG00000288529	133953304	133980088		6					
ENSG00000263756	32972065	32972853		6					
ENSG00000139211	47075707	47079959	AMIGO2	12	ENSMUSG00000048218	15	97142006	97145168	Amigo2
ENSG00000308301	27061694	27084089		16					
ENSG00000303761	66347598	66348580		5					
ENSG00000248965	168992930	169007264		5					
ENSG00000260528	90101034	90222852	FAM157C	16					
ENSG00000303782	52107389	52137445		5					
ENSG00000268069	47784923	47786002		12					
ENSG00000204256	32968594	32981505	BRD2	6	ENSMUSG00000024335	17	34330997	34341608	Brd2
ENSG00000276691	47788426	47788971		12					
ENSG00000005175	47661249	47706030	RPAP3	12	ENSMUSG00000022466	15	97572978	97603706	Rpap3
ENSG00000178722	61595713	61808593	LINC03122	5					
ENSG00000249257	108773613	108774020		4					
ENSG00000025434	47248300	47269033	NR1H3	11	ENSMUSG00000002108	2	91014406	91033179	Nr1h3
ENSG00000250185	108788745	108789779	RCC2P8	4					
ENSG00000249216	41688442	41692805		4					
ENSG00000306586	41750762	41796564		4					
ENSG00000293650	41872463	41890951		4					
ENSG00000286611	170820066	170821295		2					
ENSG00000245870	41872738	41882955	LINC00682	4					
ENSG00000115806	170928464	170967130	GORASP2	2	ENSMUSG00000014959	2	70491920	70542980	Gorasp2
ENSG00000279133	62003700	62007518		17					
ENSG00000251388	133800879	134060115		4					
ENSG00000242398	62005737	62006016	RN7SL800P	17					
ENSG00000285879	62035944	62040352		17					
ENSG00000200842	62036833	62036945	Y_RNA	17					
ENSG00000207123	62122320	62122421	Y_RNA	17					
ENSG00000266066	62136972	62140639	POLRMTP1	17					
ENSG00000251199	134026662	134327977		4					
ENSG00000108984	69414697	69553865	MAP2K6	17	ENSMUSG00000020623	11	110289948	110416348	Map2k6
ENSG00000116128	147541501	147626216	BCL9	1	ENSMUSG00000038256	3	97110978	97205233	Bcl9
ENSG00000276390	47699401	47699917		12					
ENSG00000178761	74899992	74906883	FAM219B	15	ENSMUSG00000032305	9	57444811	57450467	Fam219b
ENSG00000111405	47709734	47725567	ENDOU	12	ENSMUSG00000022468	15	97608896	97629220	Endou
ENSG00000188676	39934614	40016392	IDO2	8	ENSMUSG00000031549	8	25021908	25066349	Ido2
ENSG00000091106	32224453	32265732	NLRC4	2	ENSMUSG00000039193	17	74732433	74766137	Nlrc4
ENSG00000261172	90099832	90168291		16					
ENSG00000223443	12136435	12138849	USP17L2	8					
ENSG00000253275	31497423	31498612		8					
ENSG00000287204	31536630	31546735		8					
ENSG00000280054	47728151	47730598		12					
ENSG00000308363	1637616	1639276		16					
ENSG00000222468	31598099	31598204	RNA5SP261	8					
ENSG00000308383	90190727	90210288		16					
ENSG00000286648	31827238	31840709		8					
ENSG00000252261	32192028	32192153	RNA5SP262	8					
ENSG00000200246	32256496	32256623	RNA5SP263	8					
ENSG00000308404	27820306	27824651		16					
ENSG00000212407	32911493	32911598	RNU6-663P	8	ENSMUSG00000087718	10	110740656	110740761	Gm22236
ENSG00000079337	47734363	47771040	RAPGEF3	12	ENSMUSG00000022469	15	97642651	97665853	Rapgef3
ENSG00000204334	170766878	170798977	ERICH2	2	ENSMUSG00000075302	2	70339163	70371228	Erich2
ENSG00000254346	33014081	33015026	MTND1P6	8					
ENSG00000308408	90101224	90102403		16					
ENSG00000229022	241831935	241832787	RPL6P3	1					
ENSG00000308429	89247786	89249637		16					
ENSG00000254090	33015261	33017043	MTND2P32	8					
ENSG00000260136	23452719	23457634		16					
ENSG00000253393	33039523	33039793	RANP9	8					
ENSG00000250938	120066871	120565342	MAD2L1-DT	4					
ENSG00000012232	28600469	28756561	EXTL3	8	ENSMUSG00000021978	14	65289509	65387304	Extl3
ENSG00000174371	241847967	241895148	EXO1	1	ENSMUSG00000039748	1	175708147	175741055	Exo1
ENSG00000263280	2866319	2868533		16					
ENSG00000303807	16963147	17032020		5					
ENSG00000287340	7301605	7305055		16					
ENSG00000260827	33203773	33206462		16					
ENSG00000267184	69707193	69707373		17					
ENSG00000303812	5650498	5666291		5					
ENSG00000308621	24506982	24523959		16					
ENSG00000108669	78674048	78782297	CYTH1	17	ENSMUSG00000017132	11	118022845	118139386	Cyth1
ENSG00000248529	61648940	61698441		5					
ENSG00000153201	108719482	108785810	RANBP2	2	ENSMUSG00000003226	10	58282742	58330178	Ranbp2
ENSG00000289423	86850601	87057701		16					
ENSG00000308834	89151765	89157373		16					
ENSG00000178741	74919791	74938083	COX5A	15	ENSMUSG00000000088	9	57428557	57439709	Cox5a
ENSG00000287161	86899356	86961268		16					
ENSG00000308862	86881395	86882154		16					
ENSG00000261078	58382985	58391765		16					
ENSG00000308918	89240836	89241739		16					
ENSG00000308969	58238217	58255293		16					
ENSG00000309027	80921902	80932608		16					
ENSG00000309043	28412779	28426473		16					
ENSG00000309056	28436199	28436668		16					
ENSG00000309061	17997676	18071592		16					
ENSG00000309065	86018714	86028091		16					
ENSG00000303823	36372086	36425610		5					
ENSG00000309068	88472645	88476467		16					
ENSG00000303846	61765335	61784707		5					
ENSG00000178718	74954418	74956772	RPP25	15	ENSMUSG00000062309	9	57411309	57412731	Rpp25
ENSG00000309088	80062598	80065724		16					
ENSG00000198794	74957219	75021495	SCAMP5	15	ENSMUSG00000040722	9	57348610	57375343	Scamp5
ENSG00000309099	7888937	8012250		16					
ENSG00000303861	30788599	30994982		5					
ENSG00000309183	29594850	29603658		16					
ENSG00000309202	29527637	29531636		16					
ENSG00000309225	29536058	29537405		16					
ENSG00000309232	25209656	25223218		16					
ENSG00000290679	29466266	29467595		16					
ENSG00000289004	58514880	58515464		16					
ENSG00000290678	29464967	29467833		16					
ENSG00000105204	39825350	39834201	DYRK1B	19	ENSMUSG00000002409	7	27878894	27886719	Dyrk1b
ENSG00000303872	61624372	61631654		5					
ENSG00000285190	87412342	87499340		5					
ENSG00000260126	16499533	16664135		16					
ENSG00000303879	30823531	30913441		5					
ENSG00000261587	144352219	144354954	TMEM249	8	ENSMUSG00000116376	15	76417410	76419220	Tmem249
ENSG00000251575	61732774	61736504	LINC03123	5					
ENSG00000287905	16612378	16634305		16					
ENSG00000245067	57109736	57207459	IGFBP7-AS1	4					
ENSG00000309379	16613103	16619290		16					
ENSG00000303897	87266693	87268823		5					
ENSG00000309454	62499346	62570268		16					
ENSG00000303908	102511816	102562268		5					
ENSG00000309498	34381568	34386471		16					
ENSG00000303913	87413131	87413849		5					
ENSG00000303914	28078051	28192343		5					
ENSG00000303917	61630763	61631405		5					
ENSG00000303920	163727271	163731641		5					
ENSG00000235990	241916123	241916543	RPL23AP20	1					
ENSG00000288300	34386015	34389827		16					
ENSG00000303929	28153929	28157165		5					
ENSG00000204754	174818391	175106351	LINC01951	5					
ENSG00000196289	241957767	241959062	BECN2	1	ENSMUSG00000104158	1	175747895	175749791	Becn2
ENSG00000309512	70616497	70621715		16					
ENSG00000213026	241993185	241993682	CFL1P4	1					
ENSG00000309539	35414	41462		16					
ENSG00000303946	71572165	71578288		5					
ENSG00000197769	241995490	241999098	MAP1LC3C	1					
ENSG00000309644	68740742	68784363		16					
ENSG00000309654	639205	641778		16					
ENSG00000251670	174751176	174850725		5					
ENSG00000228201	648457	649208		16					
ENSG00000309763	48971167	48971725		16					
ENSG00000224625	242057085	242060242	TUBB8P6	1					
ENSG00000309768	85928284	85929143		16					
ENSG00000277099	242060490	242062595		1					
ENSG00000181322	138261437	138329886	NME9	3	ENSMUSG00000046242	9	99333528	99356804	Nme9
ENSG00000291057	18570871	18598328	ABCC6P1	16					
ENSG00000303969	148823027	148876448		5					
ENSG00000162843	241652278	241802777	WDR64	1	ENSMUSG00000026523	1	175526159	175643300	Wdr64
ENSG00000250192	57149019	57157966		4					
ENSG00000207450	47805079	47805179	Y_RNA	8					
ENSG00000287959	47941426	47943670		8					
ENSG00000290560	69544383	69710607	GUSBP3	5					
ENSG00000222522	47979414	47979521	RNU6-519P	8					
ENSG00000169139	48008415	48064708	UBE2V2	8					
ENSG00000248138	16360837	16598580		4					
ENSG00000108946	68511780	68551319	PRKAR1A	17	ENSMUSG00000020612	11	109540231	109560482	Prkar1a
ENSG00000201610	11517397	11517503	RNA5SP84	2					
ENSG00000264010	11540605	11540677	MIR4429	2					
ENSG00000251718	11561194	11561306	RNU2-13P	2	ENSMUSG00000084474	17	44009254	44009443	Gm25783
ENSG00000251718	11561194	11561306	RNU2-13P	2	ENSMUSG00000089562	5	9219063	9219229	Gm24666
ENSG00000285626	11561661	11561779	5S_rRNA	2					
ENSG00000239899	11584773	11585047	RN7SL674P	2					
ENSG00000169618	68643579	68658251	PROKR1	2					
ENSG00000260550	18570448	18571750		16					
ENSG00000286888	16322945	16397259		4					
ENSG00000263327	16226685	16323197	TAPT1-AS1	4					
ENSG00000309842	66950410	66954244		16					
ENSG00000262136	69726611	69743918	NQO1-DT	16					
ENSG00000163219	68679601	68826833	ARHGAP25	2	ENSMUSG00000030047	6	87435527	87510241	Arhgap25
ENSG00000249866	9512905	9513874	OR7E83P	4					
ENSG00000301708	9495695	9513938		4					
ENSG00000284648	9532429	9532647		4					
ENSG00000309888	69737408	69740745		16					
ENSG00000250896	11371975	11372892	RNPS1P1	4					
ENSG00000309935	19930768	19933836		16					
ENSG00000310002	34431830	34433704		16					
ENSG00000308642	11368599	11372445		4					
ENSG00000242034	9553614	9553985		4					
ENSG00000260277	22075900	22092485		16					
ENSG00000250942	9677308	9677934	ENPP7P11	4					
ENSG00000304497	9531898	9690556		4					
ENSG00000112232	61630234	62286225	KHDRBS2	6	ENSMUSG00000026058	1	32211795	32697649	Khdrbs2
ENSG00000260630	88663298	88687289	SNAI3-AS1	16					
ENSG00000261813	74976240	74976573		15					
ENSG00000199580	74983274	74983376	Y_RNA	15					
ENSG00000260483	75022980	75023256		15					
ENSG00000138621	75023586	75117462	PPCDC	15	ENSMUSG00000063849	9	57292378	57347407	Ppcdc
ENSG00000264720	66628440	66628517	MIR3117	1					
